@relation Review_sentiment


@attribute adjective_sentiment numeric
@attribute stars {1,2,3,4,5}
@data
0.6219,4
0.9006000000000001,3
0.019699999999999995,1
0.393,4
1.7926,2
0.2767,5
5.1268,3
0,2
3.5827,3
0.3734,5
0.5775,1
-1.3359999999999999,4
1.0713,1
-0.25239999999999996,3
0.004,1
2.9143,4
0.4965,4
0.3756,2
0.004,1
2.8149,4
-0.31370000000000003,1
0.5991,5
1.0751000000000002,4
1.5473,5
2.0979,3
0.5303,5
0,5
0.3226,4
1.5776000000000003,3
0.397,1
-0.3355,1
-0.36619999999999997,4
0.0941999999999999,5
-0.39899999999999997,2
0.5061,2
0.5955,5
-0.069,4
-0.8539,3
-0.6291,2
0.09680000000000005,2
-0.7706,1
0,3
-0.02260000000000001,2
1.1699000000000002,5
0.04239999999999999,5
0.8601,3
-3.1779999999999995,2
-0.4647,1
-0.04459999999999986,3
2.0326,4
0,2
0.3716,4
0.3716,4
-0.3760000000000001,5
1.3845,4
-0.9604999999999999,2
-0.5438999999999999,2
5.617299999999998,4
0.5052,5
-0.8412999999999999,3
0.7912,1
3.52,3
-0.0048,2
0.4391000000000001,2
-0.0048,1
0.004,1
1.3665000000000003,4
1.4392,5
0.016,3
0.4948,3
1.1964,4
0.4218999999999999,3
2.7115,3
0.08380000000000004,1
1.4949,5
0.1169,2
-0.314,1
0.27479999999999993,4
-0.6212000000000001,2
0.8051999999999999,5
-0.09900000000000006,1
0.3756,4
-0.4186999999999999,2
0.6152,2
0.397,5
-0.038599999999999995,1
0.008,1
0.24989999999999996,3
-0.7666,2
2.7951999999999995,5
0.35530000000000006,1
1.295,2
3.0191,3
1.2105,4
2.1147,3
-0.3129,1
1.0823999999999998,5
0.5362,4
-0.1553,3
0.48129999999999995,5
1.1148,5
0.8974,3
0.4925,5
-1.5117000000000003,1
0,5
0.7652,3
0.20369999999999996,4
0.008,2
0.7432,4
0.3507,4
0.6125,1
0,5
0.3567,2
0.8434,3
3.4036000000000004,5
2.6030999999999995,5
0.5737999999999999,4
1.0064,1
0,1
-0.39899999999999997,1
0.3574,1
1.7702,3
0,3
0.6990999999999999,3
1.4232,2
2.3596000000000004,4
-0.0007999999999999995,3
-0.2715,3
-0.8832000000000001,1
0.9035999999999998,2
0.022999999999999854,3
0.1051,2
1.3971,4
0.3716,4
1.3537,5
0.11219999999999997,5
-0.6079000000000001,1
0.5235,2
-0.3737,3
-1.3659000000000001,2
0,2
0.3394,1
-0.323,2
0.6709,5
0.3796,4
0.5899,1
0.5139,5
-0.08560000000000001,4
0.0201,2
4.3743,4
0,5
0.6692,4
0,2
0.29680000000000006,2
0,5
0.393,5
0.004,5
1.6387,2
-0.8832000000000001,1
1.0083,3
-0.0048,1
-0.475,1
-1.8971999999999998,1
1.1904,2
1.0064,4
2.4794,4
0.9069,5
-0.454,1
0.7339,1
0.004,1
2.4038,3
-0.010800000000000032,3
2.1947,4
0.28269999999999995,3
2.3695,2
0.008,4
0.004,4
-0.6985,2
0.6083,2
0.9355,3
0.3882,5
-0.05470000000000014,3
1.1298,5
-0.10609999999999999,2
-0.6329,3
-0.09430000000000005,1
0,4
2.1824,3
0.9611,2
0.6913,5
-0.29050000000000004,3
0.7274,1
-0.8049999999999999,2
0.5052,4
2.2382999999999997,5
6.966199999999998,5
0.4719,4
0,1
0.4718,4
0.8035000000000001,3
0.22360000000000002,5
0,4
-0.02540000000000004,5
-3.9162,2
0.004,1
0.6719999999999999,5
0.1169,4
0.6405000000000001,3
0.03670000000000001,3
0.22560000000000002,5
-0.18579999999999997,3
-1.4388999999999998,3
2.2067,2
0,1
2.3604000000000003,3
-0.3363,1
-1.5598,2
0.4925,4
0.008,1
0.35050000000000003,1
0.9244999999999999,4
1.8272,5
0,3
0,2
0.8734,2
5.928999999999999,2
1.0189000000000001,1
0.7222999999999999,1
-1.0503,2
7.1011999999999995,4
-0.2991,3
0.004,3
2.7841000000000005,3
-0.12500000000000003,4
0.401,5
-0.2456,1
2.1405,5
1.146,4
-0.7101,5
-0.2675,1
0.3796,4
-0.3265,2
2.4523,5
0.2448,4
0,2
1.0602999999999998,4
-0.346,1
-1.1224,3
0.3716,5
1.1607,5
0.8806,2
0.10460000000000025,3
-0.7396,1
0.09770000000000001,1
4.1784,3
0.9234,4
0.46630000000000005,3
-0.8978999999999999,1
0.24690000000000004,3
0,3
2.2274,5
0,1
0,1
0.667,4
-0.1585,2
0.04669999999999999,5
3.1615,4
0.008100000000000048,1
0.6881999999999999,4
0.24310000000000004,5
0,4
0.3716,5
0,1
1.103,5
0.2002,5
0,4
-0.8573999999999999,1
0.7232000000000001,4
3.6262999999999996,5
0.115,1
0,4
0.741,4
-0.6731,1
0.05519999999999997,3
0.2181,5
0.006400000000000002,2
-0.5906,2
0.3145,2
0.10590000000000001,2
0.3637,5
0.3379,2
0.4233,3
1.295,2
0.02510000000000001,2
0.1212,2
0.3716,3
0.004,3
1.2662000000000002,4
1.0687999999999998,5
1.4734,2
-0.02379999999999996,5
0.059699999999999975,3
1.4887000000000001,4
0.0073,2
1.0641,5
0.3186,4
-0.0007999999999999995,3
0.7323,3
0.7512,3
0.5233999999999999,3
0.5886,5
1.8676,4
-0.8467,1
0.393,4
0.4063,5
-0.6094999999999999,1
2.5791,4
-0.8813,4
-0.7801,4
0.2342,4
0.0827,3
-0.02780000000000002,2
0.8320000000000001,2
0.3756,3
0.975,5
0.393,4
-3.2497,1
1.2295,4
0.5395000000000001,1
0.6935,2
0.294,1
0,3
2.2356000000000003,2
-0.26539999999999997,3
0.4003,2
0.6457999999999999,2
0.5052,5
-0.798,2
1.1731000000000003,2
1.2224,5
0.006099999999999883,2
0.12979999999999992,1
1.4767000000000001,5
-0.23280000000000006,1
0.9724,3
-0.0807,1
0.1405,1
0.10580000000000002,5
0.004,1
0.319,5
0.5576,3
0.11060000000000003,3
0.43879999999999997,4
2.0791,2
0.42880000000000007,3
-0.9265999999999999,4
0,1
0.29010000000000014,3
-0.6688000000000001,2
0.3716,5
0.621,5
0.45650000000000013,2
0.004,4
1.1902999999999997,3
-0.4927,1
3.6261,2
-2.0402,1
5.488999999999999,4
-0.7666,1
0.3514,5
-0.819,4
-1.0545999999999998,5
-0.5861,5
0.4607999999999999,2
-0.1996,1
1.0510000000000002,5
0.9186000000000002,5
1.2398,5
-0.3129,1
0.12090000000000001,4
0.32759999999999995,5
0.3266,1
-0.6903,1
-0.017,3
0.6785999999999999,1
0.09789999999999999,3
2.4505,4
2.1917999999999997,4
-1.4862,2
1.1345,3
-0.7706,1
2.2546,4
-0.1711,2
0.8113000000000004,5
0.7023999999999999,4
-0.6571,2
-0.26500000000000007,3
1.1595,3
-0.49729999999999996,2
-0.5831,2
-0.2675,1
0,1
-0.0007999999999999995,1
1.4662,5
3.4255,4
-0.4101,2
0.09860000000000001,4
-1.2238,5
1.0077,3
-0.0048,2
0.7484000000000002,2
0,4
0,5
2.2746,3
-0.2635,4
0.3716,4
-0.38520000000000004,1
-0.5244,4
1.1954,3
0.1894,5
0.3716,1
-0.07469999999999999,3
0,1
0.8254,5
1.5205999999999997,3
-0.0007999999999999995,3
0,1
-1.1038,1
0.4003,2
0.5562,2
0.8198,5
-0.6934,5
1.8512000000000004,4
0.5052,5
0.6152,2
-0.13240000000000002,3
0.004,2
1.4731,4
0,3
16.231299999999997,5
1.2114,5
-0.7726000000000001,1
0.030000000000000082,2
0.3796,3
0.9224,1
2.1299999999999994,4
1.0974000000000002,4
-0.005599999999999999,2
-0.9633,2
5.107699999999997,3
0.359,1
1.4954,5
-0.5663,3
6.005199999999993,4
0.393,4
-0.8978999999999999,1
1.3095999999999999,4
1.0151,5
-0.02219999999999997,1
1.6968,3
0.4925,4
-0.34199999999999997,2
1.8573,4
0.397,4
-1.6531,4
0.008,5
1.5673,1
0.12259999999999996,1
-0.3519,1
1.8219,5
2.1221,3
1.1229,3
-0.24359999999999998,3
0.7379,2
0.004,4
0.11900000000000001,5
-0.7919,5
0.3756,2
1.1251,3
-0.39620000000000005,1
-0.9587999999999999,3
2.1298,5
0.8792,2
0.006099999999999883,2
-0.0167,1
0.008,1
0.004,2
0.004,5
0.43079999999999996,2
-0.4032999999999999,2
0.3796,3
0,4
-0.5553999999999999,3
-0.01650000000000007,1
0.10060000000000013,5
0.8035000000000001,3
-0.7141000000000001,2
0.35459999999999997,2
0.008,5
2.8843000000000005,4
0.8230000000000001,1
0.030000000000000027,2
0.7472,2
0.8807999999999999,5
2.1967000000000003,4
0.3716,3
0.8982,5
0.5763,3
-0.011399999999999973,3
1.3356,4
0,1
-0.346,1
0.004,1
0.008,5
1.7344000000000002,2
-1.0009000000000001,2
0.4186999999999998,3
0,5
0.946,2
0.5778,1
1.9282,5
0.17760000000000006,1
0.3155,4
0.6126,4
0.7615999999999999,3
0.5961,5
-0.5116,1
0.24079999999999996,4
0.004,2
-0.49429999999999996,3
1.895,4
-0.22690000000000002,1
1.131,4
-0.7706,1
0.011300000000000088,2
0.8942,5
1.4526000000000001,3
1.0184,5
2.3422,5
3.4089,3
23.090200000000017,4
0.8582000000000001,2
4.138299999999999,4
-1.157,2
0.6199999999999999,2
2.4614000000000003,3
0.7714999999999999,4
0.8728,1
2.5494,5
0.004,3
0.4775,2
2.0322,2
0.397,4
-0.1513,1
0,4
0.2744000000000001,4
-1.2085,3
0.8160000000000001,5
7.907099999999996,5
1.8088999999999997,1
0.1252,3
0.5364999999999996,2
2.526100000000001,5
2.5012000000000008,1
-0.02869999999999995,2
1.4805,2
0.8782000000000001,4
1.374,5
-0.28079999999999994,3
0.3549,1
2.0859,5
0.0989,3
0.097,2
1.7702,3
5.436199999999998,4
1.0095,1
0,5
1.5388000000000002,2
0.4686,1
0,3
0.7299,1
2.2108,4
0.5614999999999999,2
0.5052,3
0.7614,5
0.004,1
0.723,2
0.7630999999999999,5
0.508,5
0.030000000000000082,2
4.1245,4
0.6033999999999999,3
0.5993999999999999,3
-0.1483,5
1.2662000000000002,4
0.3585,4
0.3916,4
-0.688,1
1.1595,3
0.5146000000000001,1
-0.6506000000000001,1
-0.7706,4
0,4
0,4
0.2502,2
1.2012,2
-0.16059999999999994,2
1.5604,5
0,1
0.3796,2
0.9986000000000002,2
1.2076,5
0,5
1.9441,5
0.2235,2
0.2322,4
0.7037,2
-0.45000000000000007,1
0.02560000000000001,1
1.5205999999999997,3
1.1104,4
0.4879,3
0.3882,3
-0.24580000000000002,1
-0.05449999999999999,3
0.7432,3
1.4272,5
0.09789999999999999,3
0.3716,4
2.9093,3
1.4573999999999998,3
-0.6227,3
0.8855,4
-1.2993999999999999,1
-0.971,1
0.004,3
-1.0896,2
0.6999,5
0,1
-0.3918,2
0.35409999999999997,1
1.0463,5
0.393,4
0.699,5
0.5106,5
0.9370000000000002,4
-0.1735,1
0.3371,4
0.26330000000000003,2
0.5961,5
1.6444000000000003,5
0.3572,2
0.5004,5
0.3414,2
0.7430000000000001,1
-0.4101,2
0.09999999999999998,3
0.008,5
-1.2279999999999998,2
-0.37759999999999994,3
0,4
-0.09810000000000002,1
1.8277,3
-0.35380000000000006,3
7.451299999999998,4
0.309,5
0,5
0.745,3
0.3637,3
0.393,5
0.3716,3
0.32,4
0.6053999999999999,5
-0.346,1
-0.9218999999999999,2
-0.6192,2
0.10060000000000008,1
0.7432,2
0.3541,3
1.1314000000000002,2
0.5749,1
-1.7791,1
0.1169,4
3.3795999999999995,3
-0.0048,5
-0.16880000000000014,1
1.3708,4
-0.8845,2
0,1
0.1255,4
2.156,4
0.004,5
1.7164,4
2.9956,3
0.3686,5
-1.0796,1
0.8358,4
0.008,1
1.6932,4
0.10750000000000001,2
-0.3842,1
0.9722,1
0.7432,3
-0.20019999999999993,4
7.677199999999983,4
0.3072,2
0.5066,1
1.32,2
0.47299999999999986,5
0.38420000000000004,3
0.7428,4
1.9855,5
-0.5992,1
0.393,5
1.2462999999999997,1
2.4993,3
-0.6270000000000003,2
1.1079999999999999,3
3.2775999999999996,4
0.8079000000000001,4
0.027799999999999936,3
1.0438,5
1.2075,5
0.3882,2
1.6911999999999998,4
3.3990000000000005,4
0.8905000000000005,3
0.004,1
1.3238999999999999,4
0.3882,3
-0.8832000000000001,1
0.7471,1
-0.3249,5
1.0937999999999999,3
-0.09689999999999999,1
0.11680000000000001,2
0.6388,4
0.020100000000000003,5
0.3716,3
0.7686,5
0,2
0.14850000000000002,2
0.5878,5
0.3716,2
0.12090000000000001,2
0.7384,5
0.37479999999999997,1
0.5875999999999999,3
2.0364,2
0.39959999999999996,4
0.5121,3
-3.9162,2
-1.355,3
-0.0048,1
-0.10410000000000011,3
-0.2635,4
0.1169,4
-0.8914000000000001,1
-0.40689999999999993,2
-0.2189,2
0.39759999999999995,5
0,1
1.7298999999999998,4
-1.0831,1
0.393,5
-0.37150000000000005,2
0.12259999999999999,4
0.7810000000000001,5
-0.2511,2
0.8616,5
0.05599999999999983,4
-0.1774,2
-0.9396,1
1.0010999999999997,4
0.6956,4
0.05839999999999984,5
3.1466000000000003,5
-1.0655999999999999,1
-0.4139999999999999,2
-0.7562,1
1.8656000000000008,3
0,5
0.8191999999999999,3
0.2964000000000001,1
3.5334000000000003,5
-0.37759999999999994,3
1.6441000000000003,4
0.473,5
-0.10579999999999995,1
-0.33799999999999997,1
0.12090000000000001,3
1.727,2
1.1362,4
-4.0982,2
1.9047999999999998,5
-0.9925000000000002,3
0.004,4
1.1740000000000002,3
-0.069,3
-0.5633999999999999,1
-1.0407,2
0.8995,2
0.8288,4
0,5
0.004,3
1.5681,1
0.5052,5
0.004,3
-0.7714,3
0.4391000000000001,2
1.9773,2
1.2578,5
1.7508999999999997,4
0.004,4
0.004,5
-0.2716,2
1.8745000000000003,2
0.0974,3
0,3
0.004,4
-0.7946,2
0,4
-0.35589999999999994,3
0.5985,4
-0.1347,3
2.0134999999999996,4
-0.2675,5
-0.7505000000000001,2
1.0852,1
-0.9622999999999999,1
0,1
0.5052,2
0.5880000000000001,3
-0.2675,1
0.004,5
0,4
2.2106000000000003,5
2.511,4
0.8330000000000001,5
0.3822,1
0.008,5
-0.5370999999999999,3
0.0081,1
-0.6192,1
0.7433,5
-0.08239999999999992,4
-0.6096999999999999,2
1.1595,3
0.4554,1
0.3224,4
0.5179,4
-0.9025,1
-0.43339999999999995,1
0.6416999999999999,5
0.0817,4
0.5467000000000001,5
0.31349999999999995,3
2.0328,4
0.37079999999999996,4
2.5546,3
2.204,2
0.47009999999999996,1
0.0941,2
0.6674,3
2.7384999999999997,5
0.288,1
0.1169,4
-1.0013,2
2.6072,5
4.7867,2
0.004,1
-0.7492,3
-0.7666,3
0,2
0.38139999999999996,1
0.6348,4
0.24109999999999998,1
-0.13929999999999998,1
0.5891,4
1.3778,3
1.4904,5
2.7841000000000005,3
-0.14839999999999992,2
0.5012,1
0,1
0.3332,5
0,5
0.5012,2
-3.0842,3
0.7345,2
0.6058,4
1.7060000000000002,3
0.6074,2
-0.004699999999999999,4
3.2687,5
-0.2715,5
0.26330000000000003,2
1.8185999999999998,3
-1.2988,5
-0.8945000000000001,3
1.5341,4
0.2541,5
0.393,1
-0.45420000000000005,3
1.4183999999999999,3
0.3756,4
-0.5582999999999999,1
-0.2842,2
7.042399999999993,3
-1.1295,2
-0.0007999999999999995,2
0.5018,5
0.08,4
0.8764000000000001,1
-0.7666000000000001,1
